city,pollutant_name_uk,q_avg_mg_m3,q_avg_gdk_ratio,q_max_mg_m3,q_max_gdk_ratio,observation_month,observation_month_label,observation_year,observation_month_num,pollutant_key,source_file,source_sheet,source_title
Луцьк,Дiоксид сiрки,0.0024546296296296295,0.04909259259259259,0.0215,0.043,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Луцьк,Завислі речовини,0.0672839506172839,0.4485596707818927,0.3,0.6,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Луцьк,Оксид азоту,0.04080833333333332,0.6801388888888887,0.1027,0.25675,2024-10-01,2024-10,2024,10,nitrogen_oxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Луцьк,Оксид вуглецю,0.16666666666666666,0.05555555555555555,3.0,0.6,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Луцьк,Сульфати,0.009444444444444448,,0.02,,2024-10-01,2024-10,2024,10,сульфати,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Луцьк,Фенол,0.005874691358024689,1.9582304526748964,0.013,1.2999999999999998,2024-10-01,2024-10,2024,10,phenol,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Луцьк,Формальдегiд,0.007343518518518512,2.4478395061728375,0.0463,1.3228571428571427,2024-10-01,2024-10,2024,10,формальдегiд,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Львів,Дiоксид азоту,0.050007565789473685,1.250189144736842,0.1612,0.806,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Львів,Дiоксид сiрки,0.0046023026315789445,0.09204605263157889,0.0339,0.0678,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Львів,Завислі речовини,0.15717105263157896,1.0478070175438599,0.21,0.42,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Львів,Оксид азоту,0.0299090909090909,0.4984848484848483,0.0835,0.20875,2024-10-01,2024-10,2024,10,nitrogen_oxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
